,Route Description,Geography Code,STANOX,TIPLOC
0,North & East,9529,9529,GRGRAVE
1,North & East,9531,9531,SKPT
2,North & East,12247,12247,NSHMLC
3,North & East,13297,13297,WETHCOR
4,North & East,13299,13299,WETHERL
5,North & East,13302,13302,BRMPTNC
6,North & East,13305,13305,HLTWHST
7,North & East,13311,13311,BRDNML
8,North & East,13313,13313,HYDB
9,North & East,13316,13316,HEXHAM
10,North & East,13318,13318,CRBG
11,North & East,13319,13319,RIDNGML
12,North & East,13321,13321,STCKSFL
13,North & East,13322,13322,PRUDHOE
14,North & East,13327,13327,WYLAM
15,North & East,13403,13403,BLAYDON
16,North & East,13515,13515,GTSHDMC
17,North & East,13523,13523,DNSN
18,North & East,13526,13526,NRWDJN
19,North & East,14156,14156,SEAHAM
20,North & East,14225,14225,HRTLEPL
21,North & East,14239,14239,SETNCRW
22,North & East,15039,15039,BLNGHM
23,North & East,15223,15223,STOCTON
24,North & East,15316,15316,TABY
25,North & East,15449,15449,MDLSBRO
26,North & East,15454,15454,GUSBROJ
27,North & East,15501,15501,NUNTHRP
28,North & East,15502,15502,MARTON
29,North & East,15503,15503,GYPSYLA
30,North & East,15504,15504,JAMCOK
31,North & East,15506,15506,GTAYTON
32,North & East,15511,15511,BTRSBY
33,North & East,15512,15512,KLDL
34,North & East,15513,15513,COMONDL
35,North & East,15515,15515,DANBY
36,North & East,15516,15516,LEALHLM
37,North & East,15517,15517,CTNM
38,North & East,15518,15518,GLAISDL
39,North & East,15519,15519,EGTON
40,North & East,15522,15522,GROSMNT
41,North & East,15524,15524,SLEGHTS
42,North & East,15526,15526,RUSWARP
43,North & East,15531,15531,WTBY
44,North & East,15625,15625,STHBANK
45,North & East,15656,15656,REDCBSC
46,North & East,15661,15661,REDCARC
47,North & East,15664,15664,REDCARE
48,North & East,15666,15666,LONGBCK
49,North & East,15668,15668,MRSK
50,North & East,15671,15671,SBRN
51,North & East,15701,15701,EGLSCLF
52,North & East,15702,15702,ALLENSW
53,North & East,15711,15711,TSDARPR
54,North & East,15826,15826,BSAUKLD
55,North & East,15831,15831,SHDN
56,North & East,15833,15833,NWTA
57,North & East,15834,15834,HGHNGTN
58,North & East,16101,16101,HRNBPK
59,North & East,16102,16102,HAGT
60,North & East,16109,16109,STARBCK
61,North & East,16113,16113,KNRSBGH
62,North & East,16116,16116,CATTAL
63,North & East,16118,16118,HAMERTN
64,North & East,16124,16124,POPLTON
65,North & East,16201,16201,SCARBRO
66,North & East,16215,16215,SEAMER
67,North & East,16232,16232,MALTON
68,North & East,16235,16235,YORKSTB
69,North & East,16495,16495,CHFN
70,North & East,16497,16497,SHBN
71,North & East,16523,16523,SELBY
72,North & East,16595,16595,SMILFD
73,North & East,16602,16602,MCKLFLD
74,North & East,16603,16603,EGRFRTH
75,North & East,16604,16604,GARFRTH
76,North & East,16722,16722,PTFTBHL
77,North & East,16912,16912,CASTLFD
78,North & East,17008,17008,CONONLY
79,North & East,17009,17009,STEETON
80,North & East,17011,17011,KEIGHLY
81,North & East,17014,17014,CFLATTS
82,North & East,17016,17016,BNGY
83,North & East,17017,17017,SAIR
84,North & East,17019,17019,BRADFS
85,North & East,17021,17021,FRZNGHL
86,North & East,17033,17033,SHPY
87,North & East,17038,17038,BAILDON
88,North & East,17041,17041,MENSTON
89,North & East,17045,17045,BURLYIW
90,North & East,17050,17050,APERLYB
91,North & East,17051,17051,GUISELY
92,North & East,17052,17052,SHPYDJN
93,North & East,17053,17053,APERLYJ
94,North & East,17054,17054,BNRHYDN
95,North & East,17055,17055,ILKLEY
96,North & East,17097,17097,LEED606
97,North & East,17101,17101,BRLEYPK
98,North & East,17103,17103,HEDNGLY
99,North & East,17105,17105,HSFT
100,North & East,17107,17107,WEETON
101,North & East,17109,17109,PANNAL
102,North & East,17112,17112,CSGT
103,North & East,17115,17115,NEVLTMD
104,North & East,17131,17131,LEEDSWJ
105,North & East,17132,17132,LEEDS
106,North & East,17135,17135,WHRDJN
107,North & East,17136,17136,ARMLJCN
108,North & East,17140,17140,KRKSLFR
109,North & East,17143,17143,COTNGLY
110,North & East,17145,17145,MRLY
111,North & East,17149,17149,ESJLEDS
112,North & East,17189,17189,WDLESFD
113,North & East,17302,17302,GLASHTN
114,North & East,18005,18005,HENSALL
115,North & East,18008,18008,WHTBDGE
116,North & East,18022,18022,KNTNGLY
117,North & East,18025,18025,PTFTMHL
118,North & East,18028,18028,PTFTTSF
119,North & East,18031,18031,FTHRSTN
120,North & East,18032,18032,STHS
121,North & East,18041,18041,NORMNTN
122,North & East,18058,18058,WKFLDKG
123,North & East,18064,18064,OUTWOOD
124,North & East,18067,18067,WKFLDWG
125,North & East,18069,18069,SABR
126,North & East,18071,18071,FITZWLM
127,North & East,18074,18074,HEMSWTH
128,North & East,18076,18076,SKIRBYJ
129,North & East,18077,18077,SELMSAL
130,North & East,18303,18303,MORTHGL
131,North & East,18305,18305,MORTHRP
132,North & East,18305,18305,MORTHSJ
133,North & East,18402,18402,DRTN
134,North & East,18414,18414,HORBRYJ
135,North & East,18437,18437,BATLEY
136,North & East,18438,18438,DWBY
137,North & East,18439,18439,RTHP
138,North & East,18441,18441,MIRFILD
139,North & East,18442,18442,MIRFEJN
140,North & East,18443,18443,HETNLJN
141,North & East,18444,18444,HETNLEJ
142,North & East,18448,18448,SWRBBDG
143,North & East,18449,18449,HBDNBDG
144,North & East,18451,18451,MYTHLMR
145,North & East,18455,18455,BRHOUSE
146,North & East,18461,18461,LOWMOOR
147,North & East,18464,18464,HLFX
148,North & East,18466,18466,DYCLJN
149,North & East,18469,18469,BRLYWJN
150,North & East,18471,18471,BRLYJN
151,North & East,18472,18472,DEIGHTN
152,North & East,18474,18474,HDRSFLD
153,North & East,18477,18477,SLTHWTE
154,North & East,18479,18479,MRSN
155,North & East,18487,18487,LKWD
156,North & East,18488,18488,BERRYB
157,North & East,18489,18489,HONLEY
158,North & East,18492,18492,BKHLS
159,North & East,18494,18494,STKSMR
160,North & East,18496,18496,SPLY
161,North & East,18498,18498,DNDL
162,North & East,18641,18641,BRADIN
163,North & East,18651,18651,NPUD
164,North & East,18654,18654,BRMLYSR
165,North & East,19002,19002,FILEY
166,North & East,19004,19004,HUNMNBY
167,North & East,19006,19006,BEMPTON
168,North & East,19007,19007,BRDLNGT
169,North & East,19015,19015,NAFERTN
170,North & East,19016,19016,DRIFILD
171,North & East,19018,19018,HTNCRNS
172,North & East,19019,19019,ARRAM
173,North & East,19023,19023,BEVERLY
174,North & East,19031,19031,CTTGHM
175,North & East,19105,19105,HULL
176,North & East,19195,19195,HESSLE
177,North & East,19199,19199,FERRIBY
178,North & East,19211,19211,BROUGH
179,North & East,19213,19213,BRFT
180,North & East,19215,19215,GLBRDYK
181,North & East,19218,19218,ESTRNGT
182,North & East,19221,19221,HOWDEN
183,North & East,19224,19224,WRESSLE
184,North & East,20002,20002,GOOLE
185,North & East,20007,20007,SLTMRSH
186,North & East,20011,20011,RAWCLIF
187,North & East,20014,20014,SNAITH
188,North & East,20055,20055,THORNEN
189,North & East,21001,21001,BRTHMBR
190,North & East,21004,21004,BARWHVN
191,North & East,21005,21005,NHOL
192,North & East,21006,21006,GOXHILL
193,North & East,21008,21008,THABBEY
194,North & East,21011,21011,ULCEBY
195,North & East,21016,21016,OXMRSHX
196,North & East,21021,21021,HABRO
197,North & East,21021,21021,HABRJN
198,North & East,21027,21027,SBROUGH
199,North & East,21031,21031,HEALING
200,North & East,21033,21033,GTCOATS
201,North & East,21122,21122,GRMSBYT
202,North & East,21134,21134,GRMSBYD
203,North & East,21137,21137,NEWCLEE
204,North & East,21141,21141,CLTHRPS
205,North & East,21415,21415,BNTBY
206,North & East,22061,22061,SCNTHRP
207,North & East,22075,22075,ALTPE
208,North & East,24003,24003,TRNO
209,North & East,24004,24004,GLDTHRP
210,North & East,24011,24011,BLTNODR
211,North & East,24108,24108,SWINTN
212,North & East,24221,24221,CONBRGH
213,North & East,24314,24314,MEXBRGH
214,North & East,24385,24385,BNSLY
215,North & East,24386,24386,BNSL305
216,North & East,24701,24701,ALDWRKJ
217,North & East,24701,24701,ALDW721
218,North & East,24799,24799,ROTHCEN
219,North & East,25016,25016,ROTHHJN
220,North & East,25307,25307,CHPLTWN
221,North & East,25308,25308,ELSC
222,North & East,25309,25309,WOMBWEL
223,North & East,25316,25316,MEADWHL
224,North & East,25386,25386,DODWRTH
225,North & East,25387,25387,SKSCMN
226,North & East,25389,25389,PENISTN
227,North & East,25511,25511,BTSDSJN
228,North & East,25629,25629,MILLRJ
229,North & East,25635,25635,NNRYMLJ
230,North & East,25701,25701,SHEFFLD
231,North & East,25702,25702,SHEFS81
232,North & East,25704,25704,DORE
233,North & East,25708,25708,DOREWJ
234,North & East,25711,25711,DRONFLD
235,North & East,25801,25801,WDBRNJN
236,North & East,25804,25804,DARNALL
237,North & East,25824,25824,WDHOUSE
238,North & East,26001,26001,BRGG
239,North & East,26004,26004,KRTNLND
240,North & East,26008,26008,GBROC
241,North & East,26104,26104,GBGHLRD
242,North & East,26208,26208,RTFDTHR
243,North & East,26208,26208,RTFDLL
244,North & East,26222,26222,WORKSOP
245,North & East,26247,26247,WHWLL
246,North & East,26247,26247,WHWLDSB
247,North & East,26252,26252,SHRKSKS
248,North & East,26591,26591,KVTNPK
249,North & East,26609,26609,KVTNBDG
250,North & East,27263,27263,CHFD
251,North & East,27265,27265,CHFDSJ
252,North & East,28001,28001,CRWLL
253,North & East,28001,28001,ELMTNAC
254,North & East,28003,28003,LGWITH
255,North & East,28105,28105,SHRBROK
256,Anglia,46138,46138,WHTLSEA
257,Anglia,46138,46138,WHTLSER
258,Anglia,46206,46206,MRCH
259,Anglia,46206,46206,MRCHSTH
260,Anglia,46215,46215,MANEA
261,Anglia,46220,46220,KLYNN
262,Anglia,46220,46220,KLYNNFP
263,Anglia,46252,46252,WATLGTN
264,Anglia,46255,46255,DOWNHAM
265,Anglia,46259,46259,LTLPORT
266,Anglia,46261,46261,THETFD
267,Anglia,46264,46264,BNDON
268,Anglia,46266,46266,LAKNHTH
269,Anglia,46268,46268,SPHL
270,Anglia,46273,46273,ELYY
271,Anglia,46279,46279,KENNETT
272,Anglia,46301,46301,BSTEDMS
273,Anglia,46401,46401,THUSTON
274,Anglia,46404,46404,ELMSWEL
275,Anglia,47004,47004,NWMKET
276,Anglia,47006,47006,DULNGHM
277,Anglia,47051,47051,WATBECH
278,Anglia,47214,47214,CAMBNTH
279,Anglia,47221,47221,CAMBDGE
280,Anglia,47221,47221,CAMBDNJ
281,Anglia,47239,47239,SHELFD
282,Anglia,47242,47242,FOXTON
283,Anglia,47244,47244,SHPRTH
284,Anglia,47248,47248,MELDRTH
285,Anglia,47250,47250,SHPRTBJ
286,Anglia,47303,47303,WTLESFD
287,Anglia,47311,47311,GTCHSFD
288,Anglia,47321,47321,AUDLEYE
289,Anglia,47331,47331,NEWPRTE
290,Anglia,47335,47335,ELSENHM
291,Anglia,47340,47340,TYEGRNJ
292,Anglia,47342,47342,STANMFC
293,Anglia,47344,47344,STANAIR
294,Anglia,47347,47347,STANCLJ
295,Anglia,47348,47348,STAN201
296,Anglia,47349,47349,STAN366
297,Anglia,47350,47350,STAN202
298,Anglia,47412,47412,BSHPSFD
299,Anglia,47521,47521,SBDGWTH
300,Anglia,47603,47603,HRLWMIL
301,Anglia,47611,47611,HRLWTWN
302,Anglia,47621,47621,ROYDON
303,Anglia,48006,48006,WRUNTON
304,Anglia,48007,48007,CMER
305,Anglia,48008,48008,SHRGHAM
306,Anglia,48009,48009,RGHTNRD
307,Anglia,48010,48010,GUNTON
308,Anglia,48013,48013,NWALSHM
309,Anglia,48016,48016,WORSTED
310,Anglia,48031,48031,WROXHAM
311,Anglia,48033,48033,SALHOUS
312,Anglia,48053,48053,YARMTH
313,Anglia,48056,48056,ACLE
314,Anglia,48058,48058,LGWOOD
315,Anglia,48066,48066,BRNYARM
316,Anglia,48104,48104,LOWSTFT
317,Anglia,48120,48120,OULTNBN
318,Anglia,48195,48195,SMRLYTN
319,Anglia,48197,48197,HADISCO
320,Anglia,48201,48201,RDHAMN
321,Anglia,48211,48211,CNTLEY
322,Anglia,48213,48213,BUCKNHM
323,Anglia,48215,48215,BRUNDAL
324,Anglia,48216,48216,BRUNDLG
325,Anglia,48218,48218,WHTLNGJ
326,Anglia,48231,48231,NRCH
327,Anglia,48308,48308,TRWSSBJ
328,Anglia,48309,48309,TROWSEJ
329,Anglia,48425,48425,WYMNDHM
330,Anglia,48429,48429,SPONRRW
331,Anglia,48501,48501,ATTLBON
332,Anglia,48511,48511,ECLR
333,Anglia,48521,48521,HRLNGRD
334,Anglia,49002,49002,DISS
335,Anglia,49014,49014,STWMRKT
336,Anglia,49016,49016,NEEDHAM
337,Anglia,49101,49101,OULTNBS
338,Anglia,49103,49103,BECCLES
339,Anglia,49105,49105,BRAMPTN
340,Anglia,49107,49107,HALSWTH
341,Anglia,49109,49109,DARSHAM
342,Anglia,49118,49118,SXMNDHM
343,Anglia,49119,49119,WCKHMMR
344,Anglia,49121,49121,MELTON
345,Anglia,49124,49124,WODBDGE
346,Anglia,49137,49137,FLXSTOW
347,Anglia,49138,49138,TRIMLEY
348,Anglia,49145,49145,DERBYRD
349,Anglia,49151,49151,WSTRFLD
350,Anglia,49211,49211,IPSWICH
351,Anglia,49211,49211,IPSWTFP
352,Anglia,49225,49225,IPSWBHJ
353,Anglia,49226,49226,IPSWEPJ
354,Anglia,49302,49302,MANNGTR
355,Anglia,49313,49313,MISTLEY
356,Anglia,49321,49321,WRABNES
357,Anglia,49409,49409,PRKSTON
358,Anglia,49409,49409,PRKS211
359,Anglia,49409,49409,PRKSTM
360,Anglia,49415,49415,DOVRCRT
361,Anglia,49422,49422,HARWICH
362,Anglia,50011,50011,WONNAZE
363,Anglia,50014,50014,FRINTON
364,Anglia,50016,50016,KIRBYX
365,Anglia,50021,50021,CLACTON
366,Anglia,50024,50024,THPLESK
367,Anglia,50025,50025,WEELEY
368,Anglia,50026,50026,GTBNTLY
369,Anglia,50027,50027,ALRESFD
370,Anglia,50028,50028,WIVENHO
371,Anglia,50030,50030,CLCHHYT
372,Anglia,50036,50036,CLCHEGJ
373,Anglia,50041,50041,CLCHRTN
374,Anglia,50049,50049,CLCHSTR
375,Anglia,50049,50049,CLCHUCS
376,Anglia,50105,50105,MRKSTEY
377,Anglia,50107,50107,CHPWKSC
378,Anglia,50107,50107,CHPWKSM
379,Anglia,50109,50109,BURES
380,Anglia,50111,50111,SUDBURY
381,Anglia,50113,50113,KELVEDN
382,Anglia,50204,50204,BRAINTR
383,Anglia,50205,50205,BRAINFP
384,Anglia,50206,50206,CRESING
385,Anglia,50208,50208,WNOTLEY
386,Anglia,50211,50211,WITHAME
387,Anglia,50217,50217,HFLPEVL
388,Anglia,50219,50219,CHLMDGL
389,Anglia,50223,50223,CHLMSFD
390,Anglia,50227,50227,INGTSTN
391,Anglia,50228,50228,INGTSTL
392,Anglia,50301,50301,SMINSTR
393,Anglia,50304,50304,BRNMONC
394,Anglia,50305,50305,ALTHORN
395,Anglia,50307,50307,FAMBDGE
396,Anglia,50308,50308,WDHAMFR
397,Anglia,50309,50309,BTLSBDG
398,Anglia,50311,50311,STHVIC
399,Anglia,50314,50314,PRITLWL
400,Anglia,50315,50315,STHEAIR
401,Anglia,50316,50316,ROCHFD
402,Anglia,50318,50318,HOCKLEY
403,Anglia,50321,50321,RAYLEGH
404,Anglia,50324,50324,WIKFORD
405,Anglia,50327,50327,BILERCY
406,Anglia,50328,50328,SHENFLD
407,Anglia,50331,50331,BRTWOOD
408,Anglia,50333,50333,HRLDWOD
409,Anglia,50334,50334,GIDEAPK
410,Anglia,50334,50334,GIDEUGL
411,Anglia,50336,50336,GIDEPKS
412,Anglia,50338,50338,SHENFUL
413,Anglia,50391,50391,EMRSPKH
414,Anglia,50392,50392,UPMNSP6
415,Anglia,50401,50401,ROMFORD
416,Anglia,50401,50401,ROMFDML
417,Anglia,50401,50401,ROMFDGF
418,Anglia,50405,50405,CHDWLHT
419,Anglia,50405,50405,CHDWHLJ
420,Anglia,50405,50405,CHDWLHR
421,Anglia,50412,50412,GODMAYS
422,Anglia,50412,50412,GDMYSUR
423,Anglia,50417,50417,SVNKNGS
424,Anglia,50423,50423,ILFORD
425,Anglia,50431,50431,MANRPK
426,Anglia,50431,50431,MANRPKJ
427,Anglia,50431,50431,MANR350
428,Anglia,50434,50434,FRSTGTJ
429,Anglia,50435,50435,FRSTGT
430,Anglia,50438,50438,MRYLAND
431,Anglia,51001,51001,SHBRYNS
432,Anglia,51004,51004,THOPBAY
433,Anglia,51005,51005,STHNDE
434,Anglia,51007,51007,STHCENT
435,Anglia,51009,51009,WCLIFF
436,Anglia,51011,51011,CHLKWEL
437,Anglia,51013,51013,LHONSEA
438,Anglia,51014,51014,BENFLET
439,Anglia,51016,51016,PITSEA
440,Anglia,51019,51019,BASILDN
441,Anglia,51023,51023,SLEHOPE
442,Anglia,51121,51121,THMSHVJ
443,Anglia,51130,51130,ETILBRY
444,Anglia,51203,51203,TLBYTWN
445,Anglia,51301,51301,LAINDON
446,Anglia,51305,51305,WHORNDN
447,Anglia,51309,51309,OCKENDN
448,Anglia,51311,51311,GRAYS
449,Anglia,51313,51313,CHADHDD
450,Anglia,51344,51344,PURFLET
451,Anglia,51347,51347,RNHAME
452,Anglia,51351,51351,UPMNSTR
453,Anglia,51402,51402,DGNHMDC
454,Anglia,51529,51529,BARKUPJ
455,Anglia,51530,51530,BARKNGJ
456,Anglia,51531,51531,BARKING
457,Anglia,51531,51531,BARKG1P
458,Anglia,51531,51531,BARK103
459,Anglia,51531,51531,BARK104
460,Anglia,51531,51531,BARKG7P
461,Anglia,51541,51541,WDGRNPK
462,Anglia,51545,51545,WNSTDPK
463,Anglia,51547,51547,LYTNSHR
464,Anglia,51551,51551,LEYTNMR
465,Anglia,51553,51553,WLTHQRD
466,Anglia,51555,51555,BLCHSRD
467,Anglia,51558,51558,STOTNHM
468,Anglia,51561,51561,HRGYGL
469,Anglia,51561,51561,<Null>
470,Anglia,51563,51563,CROUCHH
471,Anglia,51702,51702,HERTFDE
472,Anglia,51702,51702,HERTFDD
473,Anglia,51707,51707,WARE
474,Anglia,51711,51711,SMARGRT
475,Anglia,51717,51717,RYEHOUS
476,Anglia,51720,51720,BROXBNJ
477,Anglia,51722,51722,BROXBRN
478,Anglia,51725,51725,BROXDPL
479,Anglia,51815,51815,CHESHNT
480,Anglia,51912,51912,WALHAMX
481,Anglia,51913,51913,ENFLDLK
482,Anglia,51914,51914,BRIMSDN
483,Anglia,51918,51918,PNDRSEN
484,Anglia,51924,51924,ANGELRD
485,Anglia,51929,51929,NMBRLPK
486,Anglia,51931,51931,TTNHMHL
487,Anglia,51933,51933,LEABDGE
488,Anglia,51936,51936,COPR105
489,Anglia,51940,51940,THBLDSG
490,Anglia,51942,51942,TURKYST
491,Anglia,51944,51944,SBURY
492,Anglia,51946,51946,ENFLDTN
493,Anglia,51947,51947,BHILLPK
494,Anglia,51948,51948,BYSTJN
495,Anglia,51949,51949,EDMNGRN
496,Anglia,51950,51950,SIVRST
497,Anglia,51951,51951,WHHRTLA
498,Anglia,51952,51952,BRUCGRV
499,Anglia,51955,51955,SEVNSIS
500,Anglia,51961,51961,STMFDHL
501,Anglia,51963,51963,STKNWNG
502,Anglia,51965,51965,RCTRYRD
503,Anglia,52038,52038,LEAJ
504,Anglia,52040,52040,HACKNYW
505,Anglia,52042,52042,HOMRTON
506,Anglia,52044,52044,HACKNYC
507,Anglia,52045,52045,NAVRDJ
508,Anglia,52046,52046,DALSKLD
509,Anglia,52048,52048,CNNB
510,Anglia,52051,52051,HIGHBYE
511,Anglia,52053,52053,HIGHBYA
512,Anglia,52058,52058,CLDNNRB
513,Anglia,52202,52202,TMPLOCS
514,Anglia,52203,52203,TMPLMEJ
515,Anglia,52226,52226,STFD
516,Anglia,52226,52226,STFDCJ
517,Anglia,52226,52226,STFDCEJ
518,Anglia,52701,52701,BOWJ
519,Anglia,52702,52702,WHAMHL
520,Anglia,52703,52703,GASFCTJ
521,Anglia,52704,52704,GASFLP
522,Anglia,52705,52705,LIMHSE
523,Anglia,52711,52711,FENCHRS
524,Anglia,52729,52729,WDST
525,Anglia,52731,52731,CHINGFD
526,Anglia,52732,52732,HGHMSPK
527,Anglia,52733,52733,WLTWCEN
528,Anglia,52734,52734,STJMSST
529,Anglia,52735,52735,CLAPTON
530,Anglia,52736,52736,HAKNYNM
531,Anglia,52737,52737,LONFLDS
532,Anglia,52738,52738,CAMHTH
533,Anglia,52739,52739,BTHNLGR
534,Anglia,52741,52741,LIVST
535,Anglia,63640,63640,JRDJ
536,Anglia,63641,63641,UPRHLWY
537,Anglia,63643,63643,UPRHUGL
538,Anglia,72252,72252,ACTNCTL
539,Anglia,72253,72253,SACTON
540,Anglia,72273,72273,KENSLGJ
541,Anglia,72275,72275,WLSDJHL
542,Anglia,72413,72413,KENR
543,Anglia,72414,72414,BRBYPK
544,Anglia,72415,72415,BRBY
545,Anglia,72416,72416,WHMDSTD
546,Anglia,72417,72417,FNCHLYR
547,Anglia,72418,72418,HMPSTDH
548,Anglia,72419,72419,GOSPLOK
549,Anglia,72420,72420,KNTSHTW
550,Anglia,72421,72421,CMDNRD
551,Anglia,72421,72421,CMDNRDJ
552,Anglia,72426,72426,CMDNRCJ
553,Anglia,72430,72430,GOSP306
554,Anglia,87132,87132,RICHNLL
555,Anglia,87136,87136,KEWGRDN
556,Anglia,87138,87138,GNRSBRY
557,East Coast,12001,12001,BRWCKUT
558,East Coast,12109,12109,CHHL
559,East Coast,12112,12112,ALNMOTH
560,East Coast,12113,12113,WNGTJN
561,East Coast,12115,12115,ACKLNGT
562,East Coast,12119,12119,WDRNGTN
563,East Coast,12124,12124,PEGSWD
564,East Coast,12127,12127,MRPTNJN
565,East Coast,12129,12129,MRPTLP
566,East Coast,12132,12132,MRPTHRP
567,East Coast,12136,12136,CRMLNGT
568,East Coast,12401,12401,AIRP
569,East Coast,12405,12405,NWCSRC
570,East Coast,12411,12411,SGOS
571,East Coast,12710,12710,HTONSJN
572,East Coast,12719,12719,MANORS
573,East Coast,12929,12929,NWCSTLL
574,East Coast,12931,12931,NWCSTLE
575,East Coast,12931,12931,NWCSCWE
576,East Coast,12931,12931,NWCSCEE
577,East Coast,12932,12932,KEBGSJN
578,East Coast,12933,12933,KEBGEJN
579,East Coast,13150,13150,FELL
580,East Coast,13154,13154,PELAWTW
581,East Coast,13156,13156,HEWORTH
582,East Coast,13157,13157,HEWOMTR
583,East Coast,13239,13239,HLBDGJN
584,East Coast,13242,13242,GRNSFDJ
585,East Coast,13550,13550,TYNEY
586,East Coast,13571,13571,CLST
587,East Coast,13695,13695,DRHM358
588,East Coast,13702,13702,DRHM
589,East Coast,14003,14003,BRWHINS
590,East Coast,14006,14006,EBOLDON
591,East Coast,14008,14008,SEABURN
592,East Coast,14023,14023,SNDRMNK
593,East Coast,14031,14031,SNDRLND
594,East Coast,14034,14034,CIVI
595,East Coast,14039,14039,STDI
596,East Coast,15120,15120,FYHLSJN
597,East Coast,15714,15714,DINSDAL
598,East Coast,15846,15846,NTRD
599,East Coast,15863,15863,DLTNS
600,East Coast,15866,15866,DLTN
601,East Coast,15867,15867,DLTNDPL
602,East Coast,15876,15876,YAAM
603,East Coast,15883,15883,NLRTN
604,East Coast,15885,15885,LNGLNDJ
605,East Coast,15887,15887,NLRT478
606,East Coast,16001,16001,THIRSK
607,East Coast,16005,16005,TOLERTN
608,East Coast,16403,16403,SKELTNB
609,East Coast,16416,16416,YORK
610,East Coast,16421,16421,SKELTON
611,East Coast,16447,16447,YORKHLG
612,East Coast,16470,16470,HAMBLNJ
613,East Coast,16471,16471,HAMBLSJ
614,East Coast,16480,16480,TEMPLHJ
615,East Coast,16493,16493,ULESKLF
616,East Coast,16514,16514,HAMBLWJ
617,East Coast,16515,16515,HAMBLEJ
618,East Coast,23003,23003,CROWLE
619,East Coast,23004,23004,THORNES
620,East Coast,23005,23005,THORNEJ
621,East Coast,23022,23022,HTFLASF
622,East Coast,23026,23026,KKSNDAL
623,East Coast,23115,23115,BTLYSY
624,East Coast,23118,23118,ADWICK
625,East Coast,23221,23221,SHFTHLJ
626,East Coast,23225,23225,ARKSEYL
627,East Coast,23421,23421,DONC276
628,East Coast,23421,23421,DONC
629,East Coast,23480,23480,DONCLCJ
630,East Coast,23491,23491,RTFD
631,East Coast,44304,44304,NEWANG
632,East Coast,44421,44421,GTHM
633,East Coast,44650,44650,HGHDJN
634,East Coast,44999,44999,SOKEJN
635,East Coast,45106,45106,PBRO
636,East Coast,45109,45109,PBROE
637,East Coast,45119,45119,PBRO423
638,East Coast,45119,45119,PBRO421
639,East Coast,45150,45150,HOLME
640,East Coast,45201,45201,HNTNGDN
641,East Coast,45402,45402,STNEOTS
642,East Coast,45603,45603,SNDY
643,East Coast,45611,45611,BIGLSWD
644,East Coast,53004,53004,ROYSTON
645,East Coast,53011,53011,ASHWELC
646,East Coast,53015,53015,BALDOCK
647,East Coast,53102,53102,LTCEMUS
648,East Coast,53104,53104,LTCE
649,East Coast,53201,53201,ARLSEY
650,East Coast,53221,53221,HITCHIN
651,East Coast,53223,53223,STEVNGE
652,East Coast,53228,53228,KNEBWTH
653,East Coast,53229,53229,WLWYNN
654,East Coast,53230,53230,WATONAS
655,East Coast,53241,53241,HFDN
656,East Coast,53243,53243,BAYFORD
657,East Coast,53245,53245,CUFFLEY
658,East Coast,53246,53246,CRHL
659,East Coast,53248,53248,GORDONH
660,East Coast,53301,53301,ENFC
661,East Coast,53303,53303,GRPK
662,East Coast,53305,53305,WNMHILL
663,East Coast,53307,53307,PALMRSG
664,East Coast,53309,53309,BOWESPK
665,East Coast,53401,53401,WLWYNGC
666,East Coast,53501,53501,HATFILD
667,East Coast,53801,53801,WELHAMG
668,East Coast,53995,53995,BRKMNPK
669,East Coast,54001,54001,POTRSBR
670,East Coast,54008,54008,HADLYWD
671,East Coast,54011,54011,NBARNET
672,East Coast,54021,54021,OKLGHPK
673,East Coast,54031,54031,NEWSGAT
674,East Coast,54103,54103,ALEXNDP
675,East Coast,54103,54103,ALEXPSS
676,East Coast,54199,54199,HRNS448
677,East Coast,54199,54199,HRNS451
678,East Coast,54199,54199,HRNS453
679,East Coast,54202,54202,HRGY
680,East Coast,54203,54203,HRNSY
681,East Coast,54203,54203,HRNSDR1
682,East Coast,54203,54203,HRNSDR2
683,East Coast,54203,54203,HRNSDRS
684,East Coast,54203,54203,HRNSURS
685,East Coast,54203,54203,HRNSYRS
686,East Coast,54203,54203,HRNS431
687,East Coast,54238,54238,FNPK
688,East Coast,54241,54241,FNPK68
689,East Coast,54291,54291,DRYP
690,East Coast,54293,54293,HGHI
691,East Coast,54295,54295,ESSEXRD
692,East Coast,54297,54297,OLDST
693,East Coast,54299,54299,MRGT
694,East Coast,54304,54304,KNGXBEL
695,East Coast,54311,54311,KNGX
696,East Coast,54315,54315,KNGXFTJ
697,East Midlands,43501,43501,LNTN
698,East Midlands,43503,43503,BLYBDGE
699,East Midlands,43605,43605,UTOXETR
700,East Midlands,44017,44017,SAXILBY
701,East Midlands,44038,44038,LINCLNC
702,East Midlands,44041,44041,HLTNLMR
703,East Midlands,44043,44043,MKTR
704,East Midlands,44068,44068,HYKEHAM
705,East Midlands,44073,44073,SWNDRBY
706,East Midlands,44077,44077,CLHM
707,East Midlands,44093,44093,MTHRNGH
708,East Midlands,44095,44095,RSKNGTN
709,East Midlands,44101,44101,ANCASTR
710,East Midlands,44105,44105,RAUCEBY
711,East Midlands,44113,44113,SLEFD
712,East Midlands,44203,44203,HCKNGTN
713,East Midlands,44205,44205,SWSHEAD
